,id,pid,ms_subclass,lot_area,lot_shape,utilities,land_slope,overall_qual,overall_cond,year_built,year_remod/add,mas_vnr_area,exter_qual,exter_cond,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_val,mo_sold,yr_sold,saleprice,ms_zoning_C (all),ms_zoning_FV,ms_zoning_I (all),ms_zoning_RH,ms_zoning_RL,ms_zoning_RM,street_Pave,land_contour_HLS,land_contour_Low,land_contour_Lvl,lot_config_CulDSac,lot_config_FR2,lot_config_FR3,lot_config_Inside,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_Landmrk,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,condition_1_Feedr,condition_1_Norm,condition_1_PosA,condition_1_PosN,condition_1_RRAe,condition_1_RRAn,condition_1_RRNe,condition_1_RRNn,condition_2_Feedr,condition_2_Norm,condition_2_PosA,condition_2_PosN,condition_2_RRAe,condition_2_RRAn,condition_2_RRNn,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,house_style_1.5Unf,house_style_1Story,house_style_2.5Fin,house_style_2.5Unf,house_style_2Story,house_style_SFoyer,house_style_SLvl,roof_style_Gable,roof_style_Gambrel,roof_style_Hip,roof_style_Mansard,roof_style_Shed,roof_matl_CompShg,roof_matl_Membran,roof_matl_Tar&Grv,roof_matl_WdShake,roof_matl_WdShngl,exterior_1st_AsphShn,exterior_1st_BrkComm,exterior_1st_BrkFace,exterior_1st_CBlock,exterior_1st_CemntBd,exterior_1st_HdBoard,exterior_1st_ImStucc,exterior_1st_MetalSd,exterior_1st_Plywood,exterior_1st_Stone,exterior_1st_Stucco,exterior_1st_VinylSd,exterior_1st_Wd Sdng,exterior_1st_WdShing,exterior_2nd_AsphShn,exterior_2nd_Brk Cmn,exterior_2nd_BrkFace,exterior_2nd_CBlock,exterior_2nd_CmentBd,exterior_2nd_HdBoard,exterior_2nd_ImStucc,exterior_2nd_MetalSd,exterior_2nd_Plywood,exterior_2nd_Stone,exterior_2nd_Stucco,exterior_2nd_VinylSd,exterior_2nd_Wd Sdng,exterior_2nd_Wd Shng,mas_vnr_type_BrkFace,mas_vnr_type_None,mas_vnr_type_Stone,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood,heating_GasW,heating_Grav,heating_OthW,heating_Wall,sale_type_CWD,sale_type_Con,sale_type_ConLD,sale_type_ConLI,sale_type_ConLw,sale_type_New,sale_type_Oth,sale_type_WD 
191,2119,906475170,20,20064,2,3,0,8,6,1976,1976,0.0,4,3,4.0,4.0,4.0,2.0,51.0,6.0,915.0,0.0,966.0,5,1,4,1743,0,0,1743,2.0,0.0,0,1,0,1,4,5,7,2,2.0,3.0,2.0,529.0,3.0,3.0,2,646,0,0,0,0,0,0.0,0.0,0,5,2007,279000,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
192,988,924100040,20,9819,2,3,1,6,5,1977,1977,0.0,3,3,3.0,3.0,4.0,5.0,1567.0,1.0,0.0,0.0,1567.0,3,1,4,1567,0,0,1567,1.0,0.0,2,0,2,1,4,5,7,2,3.0,0.0,2.0,714.0,3.0,3.0,2,264,32,0,0,0,0,0.0,0.0,0,5,2009,196000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
193,382,527359050,20,10400,3,3,2,7,5,1976,1976,189.0,3,3,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1090.0,1090.0,3,1,4,1370,0,0,1370,0.0,0.0,2,0,3,1,3,6,7,1,3.0,0.0,2.0,479.0,3.0,3.0,2,0,0,0,0,0,0,0.0,3.0,0,6,2009,152000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
194,670,535402330,90,11643,3,3,2,5,5,1969,1969,368.0,3,3,3.0,3.0,1.0,2.0,500.0,1.0,0.0,748.0,1248.0,3,1,4,1338,1296,0,2634,1.0,1.0,2,2,6,2,3,12,7,0,0.0,1.0,4.0,968.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,8,2009,200000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
195,2760,906392120,20,11645,3,3,2,8,5,2005,2006,198.0,4,3,5.0,3.0,4.0,6.0,1122.0,1.0,0.0,448.0,1570.0,5,1,4,1590,0,0,1590,1.0,0.0,2,1,2,1,5,6,7,0,0.0,3.0,3.0,754.0,3.0,3.0,2,176,80,0,0,0,0,0.0,0.0,0,8,2006,294900,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
196,543,531376090,20,7328,3,3,2,7,5,2008,2009,140.0,4,3,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1450.0,1450.0,5,1,4,1450,0,0,1450,0.0,0.0,2,0,2,1,4,6,7,0,0.0,0.0,3.0,788.0,3.0,3.0,2,0,93,0,0,0,0,0.0,0.0,0,2,2009,224243,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
197,2835,908227010,50,7822,3,3,2,6,3,1915,1950,0.0,3,2,2.0,2.0,1.0,1.0,0.0,1.0,0.0,832.0,832.0,3,1,2,846,492,0,1338,0.0,0.0,2,0,3,1,3,7,7,0,0.0,1.0,2.0,528.0,3.0,3.0,0,0,0,208,0,0,0,0.0,4.0,0,5,2006,92000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
198,1735,528221090,60,9018,2,3,2,7,5,2007,2007,0.0,4,3,4.0,3.0,3.0,1.0,0.0,1.0,0.0,728.0,728.0,5,1,4,728,728,0,1456,0.0,0.0,2,1,3,1,4,8,7,1,4.0,3.0,2.0,400.0,3.0,3.0,2,100,24,0,0,0,0,0.0,0.0,0,7,2007,179540,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
199,448,528166060,20,13472,3,3,2,10,5,2003,2003,922.0,5,3,5.0,3.0,4.0,6.0,56.0,1.0,0.0,2336.0,2392.0,5,1,4,2392,0,0,2392,0.0,0.0,2,0,3,1,5,8,7,1,5.0,3.0,3.0,968.0,3.0,3.0,2,248,105,0,0,0,0,0.0,0.0,0,6,2009,386250,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
200,2287,923228200,180,1533,3,3,2,4,5,1970,1970,0.0,3,3,4.0,3.0,3.0,6.0,503.0,1.0,0.0,27.0,530.0,3,1,4,530,462,0,992,1.0,0.0,1,0,2,1,3,4,7,0,0.0,3.0,1.0,297.0,3.0,3.0,2,112,97,0,0,0,0,0.0,0.0,0,7,2007,106500,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
201,524,528477050,60,11003,3,3,2,10,5,2008,2008,160.0,5,3,5.0,3.0,3.0,6.0,765.0,1.0,0.0,252.0,1017.0,5,1,4,1026,981,0,2007,1.0,0.0,2,1,3,1,5,10,7,1,5.0,3.0,3.0,812.0,3.0,3.0,2,168,52,0,0,0,0,0.0,0.0,0,4,2009,310000,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
202,1767,528348030,60,10790,3,3,2,7,5,1998,1998,275.0,4,3,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1066.0,1066.0,5,1,4,1108,1277,0,2385,0.0,0.0,2,1,4,1,4,8,7,1,3.0,3.0,3.0,600.0,3.0,3.0,2,120,38,0,0,0,0,0.0,0.0,0,5,2007,252000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
203,2206,909254130,75,7128,3,3,2,7,5,1941,1950,0.0,3,4,3.0,3.0,1.0,3.0,364.0,1.0,0.0,554.0,918.0,4,1,4,918,728,0,1646,0.0,0.0,2,0,4,1,3,7,7,2,4.0,1.0,1.0,240.0,3.0,3.0,2,0,0,0,0,126,0,0.0,3.0,0,8,2007,164000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
204,1740,528222080,60,7713,3,3,2,7,5,2007,2007,16.0,4,3,4.0,3.0,1.0,1.0,0.0,1.0,0.0,728.0,728.0,5,1,4,728,728,0,1456,0.0,0.0,2,1,3,1,4,7,7,0,0.0,3.0,2.0,400.0,3.0,3.0,2,100,24,0,0,0,0,0.0,0.0,0,7,2007,177594,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
205,199,903232190,50,6240,3,3,2,5,7,1936,1980,0.0,3,3,3.0,2.0,1.0,3.0,276.0,1.0,0.0,252.0,528.0,4,1,4,548,492,0,1040,0.0,0.0,1,0,2,1,3,5,7,0,0.0,3.0,2.0,624.0,3.0,3.0,1,306,0,32,0,0,0,0.0,0.0,0,5,2010,123900,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
206,2214,909275310,70,22420,2,3,2,6,6,1918,1950,0.0,3,3,4.0,3.0,1.0,4.0,1128.0,1.0,0.0,242.0,1370.0,3,0,3,1370,1254,0,2624,1.0,0.0,2,1,4,1,3,10,7,1,4.0,1.0,3.0,864.0,3.0,3.0,0,0,0,0,0,0,0,0.0,0.0,0,11,2007,239000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
207,323,923201020,20,15300,3,3,2,5,5,1965,1977,0.0,3,3,3.0,3.0,1.0,3.0,42.0,1.0,0.0,1026.0,1068.0,3,1,4,1264,0,0,1264,1.0,0.0,1,0,2,1,3,7,7,1,3.0,1.0,2.0,528.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,6,2010,169000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
208,2421,528228325,120,3196,3,3,2,7,5,2003,2004,18.0,4,3,4.0,3.0,4.0,1.0,0.0,1.0,0.0,1374.0,1374.0,5,1,4,1557,0,0,1557,0.0,0.0,2,0,2,1,4,7,7,1,3.0,3.0,2.0,420.0,3.0,3.0,2,143,20,0,0,0,0,0.0,0.0,0,10,2006,234000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
209,952,914475030,85,9360,3,3,2,6,7,1977,1977,0.0,3,3,4.0,3.0,3.0,6.0,841.0,2.0,116.0,0.0,957.0,3,1,4,1287,0,0,1287,1.0,0.0,1,1,2,1,3,5,7,2,2.0,0.0,2.0,541.0,3.0,3.0,2,302,39,0,0,120,0,0.0,2.0,0,11,2009,173000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
210,24,527402200,20,11241,2,3,2,6,7,1970,1970,180.0,3,3,3.0,3.0,1.0,5.0,578.0,1.0,0.0,426.0,1004.0,5,1,4,1004,0,0,1004,1.0,0.0,1,0,2,1,3,5,7,1,3.0,3.0,2.0,480.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,700,3,2010,149000,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
211,1139,531376070,20,9260,3,3,2,7,5,2007,2007,0.0,4,3,4.0,3.0,2.0,1.0,0.0,1.0,0.0,1162.0,1162.0,5,1,4,1162,0,0,1162,0.0,0.0,2,0,3,1,4,6,7,0,0.0,3.0,2.0,483.0,3.0,3.0,2,0,32,0,0,0,0,0.0,0.0,0,3,2008,170000,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
213,1390,905201020,20,9239,3,3,2,5,8,1963,2003,0.0,3,4,3.0,3.0,1.0,6.0,634.0,1.0,0.0,326.0,960.0,5,1,4,960,0,0,960,1.0,0.0,1,0,3,1,4,6,7,0,0.0,3.0,1.0,300.0,3.0,3.0,2,168,0,0,0,0,0,0.0,0.0,0,5,2008,144900,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
214,277,908102170,20,10044,2,3,2,5,6,1968,1968,0.0,3,3,4.0,3.0,4.0,5.0,1070.0,1.0,0.0,126.0,1196.0,3,1,4,1196,0,0,1196,1.0,0.0,1,0,3,1,3,6,7,0,0.0,0.0,1.0,336.0,3.0,3.0,2,257,0,168,0,0,0,0.0,3.0,0,6,2010,144000,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
215,54,528228440,120,3182,3,3,2,8,5,2004,2005,16.0,4,3,4.0,3.0,1.0,6.0,24.0,1.0,0.0,1232.0,1256.0,5,1,4,1269,0,0,1269,0.0,0.0,2,0,2,1,4,6,7,1,3.0,3.0,2.0,430.0,3.0,3.0,2,146,20,0,0,144,0,0.0,0.0,0,4,2010,192000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
216,649,535353040,20,7626,3,3,2,5,8,1952,2005,0.0,4,3,3.0,3.0,1.0,6.0,931.0,1.0,0.0,100.0,1031.0,4,1,4,1031,0,0,1031,1.0,0.0,1,0,2,1,4,5,7,0,0.0,1.0,1.0,230.0,3.0,3.0,2,0,0,0,0,0,0,0.0,3.0,0,3,2009,145500,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
217,2600,535377100,50,7008,3,3,2,4,8,1900,1998,0.0,3,4,2.0,2.0,1.0,1.0,0.0,1.0,0.0,448.0,448.0,5,1,4,448,272,0,720,0.0,0.0,1,0,1,1,2,5,7,0,0.0,1.0,1.0,280.0,2.0,3.0,2,0,0,70,0,0,0,0.0,0.0,0,3,2006,86900,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
218,617,534475185,20,12160,3,3,2,6,4,1953,1953,90.0,3,3,3.0,3.0,1.0,4.0,1024.0,1.0,0.0,481.0,1505.0,5,1,4,1505,0,0,1505,1.0,0.0,1,0,2,1,3,6,7,1,3.0,0.0,2.0,505.0,3.0,3.0,2,0,0,0,162,0,0,0.0,0.0,0,2,2009,149500,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
219,2209,909256120,30,6305,3,3,2,5,7,1938,1950,0.0,3,4,2.0,2.0,1.0,1.0,0.0,1.0,0.0,920.0,920.0,5,1,4,954,0,0,954,0.0,0.0,1,0,2,1,2,5,7,1,4.0,1.0,1.0,240.0,2.0,3.0,2,0,0,0,0,0,0,0.0,3.0,0,6,2007,119750,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
220,2814,907418020,60,8846,3,3,2,6,5,2005,2006,0.0,3,3,4.0,3.0,1.0,1.0,0.0,1.0,0.0,750.0,750.0,5,1,4,750,750,0,1500,0.0,0.0,2,1,3,1,4,6,7,0,0.0,0.0,2.0,564.0,3.0,3.0,2,0,35,0,0,0,0,0.0,0.0,0,8,2006,173900,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
